"hearing_id","year","decade","date_begin","date_end","witness_name","witness_affiliation","discipline1","discipline2","discipline3","sociologist","economist","anthropologist","psychologist","polscientist","agency","census","nsfsbe","thinktank","thinktank1","thinktank2","full_committee1","sub_committee1","full_committee2","sub_committee2","title_description","filter","HID","univ_aff"
"HRG-1985-SJS-0050",1985,"1980s","Nov. 19, 1985","Nov. 19, 1985","michael roberts","assoc prof, psychology, univ of ala; representing soc of pediatric psychology and amer psychological assn","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the judiciary. senate","subcommittee on juvenile justice","","","child victim witness protection act of 1985",1,63059,1
"HRG-1985-DCH-0001",1985,"1980s","Mar. 19, 1985","Mar. 19, 1985","j. brown","jr. , chief psychologist, psychiatry dept, dc gen hosp; representing dc psychological assn, assn for the advancement of psychology, and amer psychological assn","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the district of columbia. house","subcommittee on fiscal affairs and health","","","amend the public health service act",1,63138,0
"HRG-1985-SJS-0069",1985,"1980s","Oct. 16, 1985","Oct. 16, 1985","thomas nardi","psychologist and martial arts practitioner, nanuet, ny","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the judiciary. senate","","","","mailing of dangerous martial arts weapons",1,63168,0
"HRG-1984-SAP-0046",1985,"1980s","May 7, 1985","May 8, 1985","michael pallak","exec dir, amer psychological assn; also representing assn for the advancement of psychology","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. senate","subcommittee on hud amd independent agencies appropriations","","","department of housing and urban development, and certain independent agencies appropriations, fy85, part 3",1,63242,0
"HRG-1985-FNS-0034",1985,"1980s","Jun. 14, 1985","Jun. 14, 1985","ronald fox","dean, school of professional psychology, wright state univ; representing amer psychological assn and assn for the advancement of psychology","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on finance. senate","subcommittee on health","","","health promotion; disease prevention",1,63673,1
"HRG-1985-LHR-0002",1985,"1980s","Feb. 7, 1985","Feb. 7, 1985","lloyd johnston","social psychologist; program dir, inst for social research, univ of mich","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","subcommittee on children, family, drugs, and alcoholism","","","alcohol advertising",1,63711,1
"HRG-1985-OPH-0037",1985,"1980s","Jun. 10, 1985","Jun. 10, 1985","norman bray","assoc prof, psychology dept","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on government operations. house","subcommittee on intergovernmental relations and human resources","","","nih research funding",1,63745,1
"HRG-1985-POH-0026",1985,"1980s","Oct. 17, 1985","Oct. 17, 1985","wendy williams","assoc prof of law, georgetown univ law center","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on post office and civil service. house","subcommitee on civil service","committee on post office and civil service. house","subcommitee on compensation and employee benefit","parental and disability leave",1,63869,1
"HRG-1985-SJS-0026",1985,"1980s","May 21, 1985","May 21, 1985","daniel robinson","psychology prof, georgetown univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the judiciary. senate","subcommittee on the constitution","","","fetal pain",1,63914,1
"HRG-1985-VAH-0040",1985,"1980s","Oct. 8, 1985","Oct. 8, 1985","orville lips","chief, psychological services, va medical center, north chicago, ill; representing assn of chief va psychologists and amer psychological assn","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on veterans' affairs. house","subcommittee on hospitals and health care","","","veterans' administration mental health programs",1,63928,0
"HRG-1985-HEC-0050",1985,"1980s","Oct. 25, 1985","Oct. 28, 1985","aletha huston","co-dir, center for research on the influence of tv on children; representing amer psychological assn","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on energy and commerce. house","subcommittee on telecommunications, consumer protection, and finance","","","children's television programming",1,64052,0
"HRG-1985-TEC-0005",1985,"1980s","Feb. 6, 1985","Feb. 21, 1985","robert white","pres, natl academy of engineering","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on science and technology. house","","","","1986 national science foundation authorization",1,64064,0
"HRG-1986-SAP-0025",1986,"1980s","Nov. 20, 1986","Nov. 20, 1986","dale johnson","psychology prof, univ of houston; representing amer psychological assn","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. senate","subcommittee on labor, hhs, and education appropriations","","","schizophrenia: the plight and the promise, fy87, special hearing",1,64135,1
"HRG-1986-HAP-0049",1986,"1980s","Mar. 4, 1986","Apr. 29, 1986","james ison","chair, psychology dept, univ of pa; representing council of grad depts of psychology","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education, and related agencies appropriations for 1987 part 8: testimony of members of congress and other interested individuals and organizations",1,64204,1
"HRG-1986-CYF-0001",1986,"1980s","Apr. 17, 1986","Apr. 17, 1986","phillip bowman","asst psychology prof, univ of ill; visiting scholar, inst for social research, univ of mich","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on children, youth, and families, select. house","","","","working in america: implications for families",1,64633,1
"HRG-1986-LHR-0017",1986,"1980s","Mar. 6, 1986","Mar. 6, 1986","edward zigler","dir, bush center in child dev and social policy, yale univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","subcommittee on children, family, drugs, and alcoholism","","","reauthorization for dependent care programs",1,64677,1
"HRG-1986-HEC-0065",1986,"1980s","Jul. 18, 1986","Aug. 1, 1986","william mccarthy","asst research psychologist, univ of calif, los angeles","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on energy and commerce. house","subcommittee on health and the environment","","","advertising of tobacco products",1,64690,1
"HRG-1986-ECJ-0014",1986,"1980s","May 21, 1986","May 29, 1986","marvin dunn","psychology prof, fla intl univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","economic committee. joint","subcommittee on economic resources, competitiveness, and security economics","","","economic and demographic consequences of immigration",1,64702,1
"HRG-1986-IAF-0001",1986,"1980s","Feb. 10, 1986","Feb. 10, 1986","dory larson","consulting psychologist","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on indian affairs, select. senate","","","","proposed space and privacy requirements on the flandreau indian school",1,64717,0
"HRG-1986-LHR-0016",1986,"1980s","Apr. 23, 1986","Apr. 23, 1986","leonard saxe","assoc prof, psychology, boston univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","","","","polygraph protection act of 1985",1,64827,1
"HRG-1986-SAP-0034",1986,"1980s","May 8, 1986","May 20, 1986","teru morton","assoc psychology prof, univ of hawaii; representing amer psychological assn","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. senate","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education and related agencies appropriations, fiscal year 1987 part 5: nondepartmental witnesses",1,64828,1
"HRG-1986-SAP-0034",1986,"1980s","May 8, 1986","May 20, 1986","james ison","chair, psychology dept, univ of rochester; representing council of grad depts of psychology","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. senate","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education and related agencies appropriations, fiscal year 1987 part 5: nondepartmental witnesses",1,64828,1
"HRG-1986-CYF-0004",1986,"1980s","Jun. 19, 1986","Jun. 19, 1986","judith wallerstein","exec dir, center for the family in transition","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on children, youth, and families, select. house","","","","divorce: the impact on children and families",1,64861,0
"HRG-1986-CYF-0004",1986,"1980s","Jun. 19, 1986","Jun. 19, 1986","gene brody","co-dir, program for the study of competence in children and families, child and family dev depts, univ of georgia","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on children, youth, and families, select. house","","","","divorce: the impact on children and families",1,64861,1
"HRG-1986-CYF-0004",1986,"1980s","Jun. 19, 1986","Jun. 19, 1986","neil kalter","assoc prof, psychology and psychiatry depts, univ of mich","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on children, youth, and families, select. house","","","","divorce: the impact on children and families",1,64861,1
"HRG-1986-AGH-0022",1986,"1980s","Jun. 21, 1986","Jun. 21, 1986","ronald lazar","neuropsychologist, health sciences center, state univ of ny","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on aging, select. house","","","","alzheimer's disease and related disorders: the government's response",1,64878,1
"HRG-1986-CYF-0007",1986,"1980s","Feb. 25, 1986","Feb. 25, 1986","nick stinnett","dean, grad school of educ and psychology, pepperdine univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on children, youth, and families, select. house","","","","diversity and strength of american families",1,65002,1
"HRG-1986-SJS-0018",1986,"1980s","Jun. 20, 1986","Jun. 20, 1986","l. huesmann","psychology prof, univ of ill; representing amer psychological assn","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the judiciary. senate","","","","tv violence antitrust exemption",1,65511,1
"HRG-1987-HAP-0059",1987,"1980s","Apr. 30, 1987","May 5, 1987","bonnie strickland","psychology prof, univ of mass, amherst; representing amer psychological assn","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education, and related agencies appropriations for 1988 part 10: testimony of members of congress and other interested individuals and organizations",1,65713,1
"HRG-1987-HAP-0059",1987,"1980s","Apr. 30, 1987","May 5, 1987","lynn rehm","psychology prof, univ of houston; representing council of univ dirs of clinical psychology and amer psychological assn","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education, and related agencies appropriations for 1988 part 10: testimony of members of congress and other interested individuals and organizations",1,65713,1
"HRG-1987-HAP-0057",1987,"1980s","Mar. 31 , 1987","Apr. 2, 1987","william powers","dir, water resources center, univ of nebr","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on energy and water development appropriations","","","energy and water development appropriations for 1988 part 8: testimony of members of congress and other interested individuals and organizations",1,65771,1
"HRG-1987-FOA-0058",1987,"1980s","Feb. 3, 1987","Feb. 3, 1987","robert white","pres, natl academy of engineering","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on foreign affairs. house","subcommittee on international economic policy and trade","","","national security export controls: report by the national academy of sciences",1,66095,0
"HRG-1987-LHR-0034",1987,"1980s","Sep. 18, 1987","Sep. 18, 1987","mary frasier","assoc prof, educ psychology, univ of ga; representing natl assn for gifted children","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","subcommittee on education, arts, and humanities","","","jacob k. javits gifted and talented children and youth education act, and office of comprehensive school health education act of 1987",1,66190,1
"HRG-1987-EDL-0012",1987,"1980s","Mar. 5, 1987","Apr. 30, 1987","edward katkin","chm, psychology dept, state univ of ny at stony brook; representing amer psychological assn","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on employment opportunities","","","polygraph testing in the private work force",1,66309,1
"HRG-1987-CYF-0009",1987,"1980s","Apr. 28, 1987","Apr. 28, 1987","james garbarino","pres, erikson inst for advanced study in child dev","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on children, youth, and families, select. house","","","","infancy to adolescence: opportunities for success",1,66318,0
"HRG-1987-SAP-0030",1987,"1980s","May 7, 1987","May 8, 1987","lynn rehm","psychology prof, univ of houston; representing council of univ dirs of clinical psychology","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. senate","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education and related agencies appropriations, fy88 part 4: nondepartmental witnesses",1,66343,1
"HRG-1987-SAP-0030",1987,"1980s","May 7, 1987","May 8, 1987","charles spielberger","psychology prof, univ of south fla; representing amer psychological assn","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. senate","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education and related agencies appropriations, fy88 part 4: nondepartmental witnesses",1,66343,1
"HRG-1987-SAP-0030",1987,"1980s","May 7, 1987","May 8, 1987","john crabbe","jr. , medical psychology and pharmacology prof, oreg health sciences univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. senate","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education and related agencies appropriations, fy88 part 4: nondepartmental witnesses",1,66343,1
"HRG-1987-SAP-0030",1987,"1980s","May 7, 1987","May 8, 1987","edward riley","psychology prof, state univ of ny, albany","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. senate","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education and related agencies appropriations, fy88 part 4: nondepartmental witnesses",1,66343,1
"HRG-1987-LHR-0024",1987,"1980s","Mar. 5, 1987","Jul. 16, 1987","richard peterson","chm, school div, assn of amer publishers","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","subcommittee on education, arts, and humanities","","","elementary and secondary education amendments of 1987",1,66410,1
"HRG-1987-LHR-0019",1987,"1980s","Mar. 31, 1987","Apr. 30, 1987","mary howell","dr. , dir, kennedy aging project, shriver center for mental retardation","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","subcommittee on aging","","","older americans act of 1987",1,66460,0
"HRG-1987-CYF-0012",1987,"1980s","Jul. 31, 1987","Jul. 31, 1987","laurel mellin","dir, center for adolescent obesity, univ of california","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on children, youth, and families, select. house","","","","eating disorders: the impact on children and families",1,66487,1
"HRG-1987-CYF-0014",1987,"1980s","Sep. 16, 1987","Sep. 16, 1987","charles ewing","assoc law and psychology prof, state univ of new york","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on children, youth, and families, select. house","","","","women, violence, and the law",1,66488,1
"HRG-1987-CYF-0014",1987,"1980s","Sep. 16, 1987","Sep. 16, 1987","lenore walker","pres and psychologist, walker and assocs","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on children, youth, and families, select. house","","","","women, violence, and the law",1,66488,0
"HRG-1987-FOA-0002",1987,"1980s","Jan. 29, 1987","Jan. 29, 1987","keith payne","prof, natl security studies, georgetown univ; research dir, natl inst for public policy","Political Scientist","Psychologist","",0,0,0,1,1,"",0,0,0,"","","committee on foreign affairs. house","subcommittee on arms control, international security, and science","","","reaction to the reykjavik proposals",2,66502,1
"HRG-1987-LHR-0067",1987,"1980s","Feb. 19, 1987","Apr. 23, 1987","edward zigler","psychology prof; dir, bush center in child dev and social policy, yale univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","subcommittee on children, family, drugs, and alcoholism","","","parental and medical leave act of 1987, part 1",1,66660,1
"HRG-1987-SGA-0031",1987,"1980s","Jul. 20, 1987","Jul. 31, 1987","donald soeken","psychologist, assn of mental health specialties","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on governmental affairs. senate","subcommittee on federal services, post office, and civil service","","","whistleblower protection act of 1987",1,66675,0
"HRG-1987-SMB-0028",1987,"1980s","Nov. 18, 1987","Nov. 18, 1987","geoffrey miller","assoc dean and law prof, univ of chicago law school","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on small business. house","","","","impact of mergers and acquisitions on communities and small businesses",1,66716,1
"HRG-1987-HEC-0109",1987,"1980s","Jul. 27, 1987","Jul. 27, 1987","william mccarthy","assistant research psychologist, university of california","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on energy and commerce. house","subcommittee on health and the environment","","","tobacco advertising",1,66798,1
"HRG-1987-SJS-0034",1987,"1980s","Jun. 25, 1987","Jun. 25, 1987","aletha huston","co-director, center for research on the influence of television on children, university of kansas; representing american psychological association","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the judiciary. senate","subcommittee on antitrust, monopolies, and business rights","","","television violence antitrust exemption",1,67122,1
"HRG-1987-NAC-0010",1987,"1980s","Sep. 10, 1987","Sep. 10, 1987","joseph carr","clinical psychologist; consultant to natl basketball assn on mental health support for substance abusers","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on narcotics abuse and control, select. house","","","","sports and drug abuse prevention",1,67294,0
"HRG-1987-CYF-0005",1987,"1980s","Mar. 27, 1987","Mar. 27, 1987","margaret spencer","assoc prof, developmental and educ psychology, educ studies div, emory univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on children, youth, and families, select. house","","","","race relations and adolescents: coping with new realities",1,67304,1
"HRG-1987-CYF-0005",1987,"1980s","Mar. 27, 1987","Mar. 27, 1987","lillian comas-diaz","clinical psychologist; co-dir, transcultural mental health inst","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on children, youth, and families, select. house","","","","race relations and adolescents: coping with new realities",1,67304,0
"HRG-1987-CYF-0011",1987,"1980s","Jul. 14, 1987","Jul. 14, 1987","leonard saxe","psychologist; dir, center for applied science, boston univ; principal author, ota rpt on children's mental health","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on children, youth, and families, select. house","","","","children's mental health: promising responses to neglected problems",1,67306,1
"HRG-1987-HJH-0060",1987,"1980s","Apr. 23, 1987","Apr. 23, 1987","nancy cole","dean, college of education, university of illinois","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the judiciary. house","subcommittee on civil and constitutional rights","","","sex and race differences on standardized tests",1,67363,1
"HRG-1987-LHR-0045",1987,"1980s","Jun. 11, 1987","Jun. 11, 1987","edward zigler","psychology prof; dir, bush center in child dev and social policy, yale univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","subcommittee on children, family, drugs and alcoholism","","","child care",1,67410,1
"HRG-1988-HAP-0070",1988,"1980s","Apr. 26, 1988","Apr. 27, 1988","david barlow","apa","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education, and related agencies appropriations for 1989 part 8: testimony of members of congress and other interested individuals and organizations",1,67648,1
"HRG-1988-HAP-0070",1988,"1980s","Apr. 26, 1988","Apr. 27, 1988","irwin goldstein","chm, psychology dept, univ of md; representing apa and council of grad depts of psychology","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education, and related agencies appropriations for 1989 part 8: testimony of members of congress and other interested individuals and organizations",1,67648,1
"HRG-1988-HAP-0070",1988,"1980s","Apr. 26, 1988","Apr. 27, 1988","lynn rehm","psychology prof, univ of houston; representing council of univ dirs of clinical psychology","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education, and related agencies appropriations for 1989 part 8: testimony of members of congress and other interested individuals and organizations",1,67648,1
"HRG-1988-HAP-0050",1988,"1980s","Apr. 26, 1988","Apr. 28, 1988","richard nisbett","prof, psychology, univ of mich; representing amer psychological assn","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on hud and independent agencies appropriations","","","department of housing and urban development; independent agencies appropriations for 1989 part 8: testimony of members of congress and other interested individuals and organizations",1,67686,1
"HRG-1988-LHR-0030",1988,"1980s","Feb. 23, 1988","Jun. 10, 1988","carolyn cobb","coordinator, school psychology section, north carolina department of public instruction","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","","","","smart start: the community collaborative for early childhood development act of 1988",1,67731,1
"HRG-1988-HAP-0076",1988,"1980s","Apr. 18, 1988","Apr. 20, 1988","leonard rosenblum","research psychologist, state univ of ny health science center; representing amer psychological assn","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on rural development, agriculture, and related agencies appropriations","","","rural development, agriculture, and related agencies appropriations for 1989 part 7: testimony of members of congress and other interested individuals and organizations",1,67737,1
"HRG-1988-LHR-0016",1988,"1980s","Mar. 15, 1988","Jun. 28, 1988","deborah phillips","assistant psychology professor, university of virginia","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","subcommittee on children, family, drugs, and alcoholism","","","act for better child care services of 1987",1,67887,1
"HRG-1988-EDL-0032",1988,"1980s","Apr. 20, 1988","Apr. 21, 1988","nancy cole","dean, university of illinois college of education; representing american educational research association","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on select education","","","oversight hearings on the office of educational research and improvement (oeri)",1,67897,1
"HRG-1988-SAP-0028",1988,"1980s","May 26, 1988","Jun. 9, 1988","lewis lipsitt","psychology professor, brown university; representing american psychological association","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. senate","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education and related agencies appropriations, fiscal year 1989 part 4: nondepartmental witnesses",1,68192,1
"HRG-1988-SAP-0028",1988,"1980s","May 26, 1988","Jun. 9, 1988","john crabbe","jr. , medical psychology and pharmacology professor, oregon health sciences university; representing research society on alcoholism","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. senate","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education and related agencies appropriations, fiscal year 1989 part 4: nondepartmental witnesses",1,68192,1
"HRG-1988-SAP-0028",1988,"1980s","May 26, 1988","Jun. 9, 1988","lynn rehm","psychology professor, university of houston; representing council of university directors of clinical psychology","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. senate","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education and related agencies appropriations, fiscal year 1989 part 4: nondepartmental witnesses",1,68192,1
"HRG-1988-SAP-0035",1988,"1980s","May 9, 1988","May 10, 1988","richard nisbett","psychology professor, university of michigan; representing american psychological association","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. senate","subcommittee on hud and independent agencies appropriations","","","department of housing and urban development, and certain independent agencies appropriations, fy89 part 3: nondepartmental witnesses",1,68424,1
"HRG-1988-HEC-0049",1988,"1980s","Sep. 8, 1988","Sep. 8, 1988","robert rosen","clinical psychologist and senior associate, washington business group on health","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on energy and commerce. house","subcommittee on commerce, consumer protection, and competitiveness","","","insurance coverage of drug and alcohol abuse",1,68472,0
"HRG-1988-ASH-0059",1988,"1980s","Aug. 3, 1988","Oct. 6, 1988","richard nisbett","psychology professor, university of michigan","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on armed services. house","","","","iran air flight 655 compensation",1,68582,1
"HRG-1988-ASH-0059",1988,"1980s","Aug. 3, 1988","Oct. 6, 1988","paul slovic","apa","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on armed services. house","","","","iran air flight 655 compensation",1,68582,0
"HRG-1988-ASH-0059",1988,"1980s","Aug. 3, 1988","Oct. 6, 1988","richard pew","principal scientist and manager, experimental psychology department, bbn systems and technologies corp.; representing apa","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on armed services. house","","","","iran air flight 655 compensation",1,68582,0
"HRG-1988-ASH-0059",1988,"1980s","Aug. 3, 1988","Oct. 6, 1988","robert helmreich","psychology professor, university of texas; representing apa","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on armed services. house","","","","iran air flight 655 compensation",1,68582,1
"HRG-1988-IAF-0008",1988,"1980s","Jul. 7, 1988","Jul. 7, 1988","marlene echo hawk","clinical psychologist; representing otoe-missouria tribe","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on indian affairs, select. senate","","","","mental health initiative",1,68694,0
"HRG-1988-SAP-0031",1988,"1980s","Apr. 26, 1988","Apr. 28, 1988","leonard rosenblum","research psychologist, state university of new york health science center; representing american psychological association","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. senate","subcommittee on agriculture, rural development, and related agencies appropriations","","","agriculture, rural development, and related agencies appropriations, fiscal year 1989 part 3: nondepartmental witnesses",1,68889,1
"HRG-1988-VAS-0003",1988,"1980s","Jul. 14, 1988","Jul. 15, 1988","patrick boudewyns","chief, psychology service, va medical center, augusta, ga.; representing special committee on ptsd","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on veterans' affairs. senate","","","","oversight on post-traumatic stress disorder",1,68924,0
"HRG-1988-CST-0051",1988,"1980s","Jul. 13, 1988","Jul. 13, 1988","robert white","president, national academy of engineering","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on commerce, science, and transportation. senate","","","","global change research",1,68933,0
"HRG-1988-SMB-0019",1988,"1980s","Jun. 8, 1988","Jun. 8, 1988","stephen lehane","child psychologist, child care services, university of southern maine","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on small business. house","subcommittee on exports, tourism, and special problems","","","day care: its importance to small business",1,68969,1
"HRG-1988-LHR-0017",1988,"1980s","Sep. 29, 1988","Sep. 29, 1988","t. harris","editor in chief, psychology today and american health","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","subcommittee on education, arts, and humanities","","","national commission on human resources act",1,69041,0
"HRG-1988-AGH-0019",1988,"1980s","Jul. 8, 1988","Jul. 8, 1988","stanley sue","professor, department of psychology, university of california-los angelos","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on aging, select. house","","","","mental health and the elderly: issues in service delivery to asian americans, hispanics, and blacks, part iii",1,69130,1
"HRG-1989-EDL-0044",1989,"1980s","Mar. 13, 1989","Mar. 13, 1989","edwin herr","head, division of counseling and educational psychology and career studies, pennsylvania state university","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on elementary, secondary, and vocational education","","","hearing on h.r. 7, a bill to extend the carl d. perkins vocational education act, vol. 2",1,69186,1
"HRG-1989-HAP-0062",1989,"1980s","Apr. 25, 1989","May 1, 1989","barry edelstein","psychology professor, west virginia university; representing council of university directors of clinical psychology","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education, and related agencies appropriations for 1990 part 8: testimony of members of congress and other interested individuals and organizations",1,69262,1
"HRG-1989-EDL-0018",1989,"1980s","Mar. 7, 1989","Mar. 7, 1989","larry stewart","deaf psychologist/educator; representing national association of the deaf","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on select education","","","hearing on eha discretionary programs reauthorization",1,69299,0
"HRG-1989-HAP-0072",1989,"1980s","May 2, 1989","May 4, 1989","robert dooling","psychology professor, university of maryland; representing american psychological association","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on va, hud, and independent agencies appropriations","","","departments of veterans affairs and housing and urban development, and independent agencies appropriations for 1990 part 8: testimony of members of congress and other interested individuals and organizations",1,69308,1
"HRG-1989-EDL-0017",1989,"1980s","Apr. 4, 1989","Apr. 4, 1989","steven forness","inpatient school principal, neuropsychiatric institute and hospital, university of california; representing national mental health and education coalition and seventeen member organizations","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on select education","","","hearing on reauthorization of discretionary programs: eha",1,69352,1
"HRG-1989-HAP-0058",1989,"1980s","Apr. 11, 1989","Apr. 13, 1989","james woods","professor, departments of pharmacology and psychology, university of michigan; representing american psychological association","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on rural development, agriculture, and related agencies appropriations","","","rural development, agriculture, and related agencies appropriations for 1990 part 7: testimony of members of congress and other interested individuals and organizations",1,69411,1
"HRG-1989-SST-0043",1989,"1980s","May 31, 1989","May 31, 1989","richard solomon","research associate, media laboratory, mit","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on science, space, and technology. house","subcommittee on international scientific cooperation","","","high definition television: the international hdtv standard-setting process and the role of international standards on u.s. competitiveness",1,69447,0
